Env,obs0,obs1,obs2,ctr0,ctr1,metric
E024,0.085325697,2.002052022,4.002078714,0,2,0.033391198
E024,-0.057229632,1.975355268,3.826645338,0,2,0.033391198
E024,-0.018555289,1.949551249,3.916384472,0,2,0.033391198
E024,0.122785891,1.979479977,4.110214916,0,2,0.033391198
E024,0.069536249,2.034672516,3.920628315,0,2,0.033391198
E024,0.137713599,1.825198635,4.165195369,0,2,0.033391198
E024,0.163484431,2.010998322,3.990558612,0,2,0.033391198
E024,-0.053824609,2.002200372,3.979327687,0,2,0.033391198
E024,0.10337533,1.769518669,4.138512842,0,2,0.033391198
E024,-0.113370658,2.007473607,3.971108395,0,2,0.033391198
E024,0.068903448,2.086617487,4.127937441,0,2,0.033391198
E024,0.036543803,2.132347589,4.115784415,0,2,0.033391198
E024,0.057808858,1.864195148,3.843157938,0,2,0.033391198
E024,-0.099195736,2.024109775,4.163035749,0,2,0.033391198
E024,0.109779762,1.990165159,4.082940479,0,2,0.033391198
E024,0.036465553,1.982836884,3.999114154,0,2,0.033391198
E024,0.011717233,1.906005265,3.974841646,0,2,0.033391198
E024,0.005818714,1.796006172,4.11347605,0,2,0.033391198
E024,-0.107311556,1.773775211,3.99150434,0,2,0.033391198
E024,0.126965006,2.029514656,4.13520743,0,2,0.033391198
E024,-0.064244418,2.014784651,3.935704207,0,2,0.033391198
E024,0.054675656,2.15618776,3.915806888,0,2,0.033391198
E024,0.014686784,2.065545259,4.04681459,0,2,0.033391198
E024,0.04573564,1.911041431,4.094315554,0,2,0.033391198
E024,0.123503012,2.056319694,3.905500808,0,2,0.033391198
E024,0.143453439,1.971175427,3.890712901,0,2,0.033391198
E024,0.092047567,2.068458264,4.056625587,0,2,0.033391198
E024,-0.056786884,1.911471421,4.057345484,0,2,0.033391198
E024,-0.013295796,2.106462772,3.911178567,0,2,0.033391198
E024,0.062531036,1.996408883,4.11387449,0,2,0.033391198
E024,-0.055109411,1.919874652,4.143506755,0,2,0.033391198
E024,0.034251295,2.041700912,3.995059017,0,2,0.033391198
E024,0.228280587,2.024593481,4.204610098,0,2,0.033391198
E024,0.088721087,2.105090793,4.060762751,0,2,0.033391198
E024,-0.165499425,1.907459755,3.969548445,0,2,0.033391198
E024,-0.138732632,1.938255876,3.96301947,0,2,0.033391198
E024,-0.101602882,2.038259846,3.962879272,0,2,0.033391198
E024,-0.057937887,2.013039755,3.997560261,0,2,0.033391198
E024,0.086974202,2.073406706,4.069303222,0,2,0.033391198
E024,0.037025806,1.984546509,3.991968792,0,2,0.033391198
E024,0.051189783,1.897754996,4.00547478,0,2,0.033391198
E024,0.131719329,1.919047122,4.09849376,0,2,0.033391198
E024,0.005016463,2.10516547,3.998720142,0,2,0.033391198
E024,0.037726243,1.894038548,4.058663447,0,2,0.033391198
E024,-0.084487255,1.983261082,3.951806277,0,2,0.033391198
E024,0.057122167,2.077534705,4.089886359,0,2,0.033391198
E024,-0.081117853,2.040514429,4.003125836,0,2,0.033391198
E024,0.035002915,1.899265503,3.9354718,0,2,0.033391198
E024,-0.017284286,1.758816648,3.881022336,0,2,0.033391198
E024,-0.062692308,2.182428445,4.066838726,0,2,0.033391198
E024,0.021220856,1.907908331,4.094304365,0,2,0.033391198
E024,-0.005522144,1.905229741,4.026939067,0,2,0.033391198
E024,-0.008885187,1.91519359,4.233098504,0,2,0.033391198
E024,0.244482733,1.936587978,3.885744819,0,2,0.033391198
E024,0.167373873,1.940758885,4.065566066,0,2,0.033391198
E024,-0.029163767,1.992069897,4.01435821,0,2,0.033391198
E024,-0.041861828,2.015439097,4.006007614,0,2,0.033391198
E024,-0.062090929,2.003339393,3.997105765,0,2,0.033391198
E024,-0.022109346,1.997128679,4.011061722,0,2,0.033391198
E024,0.018826453,2.08337883,4.269908956,0,2,0.033391198
E024,0.18043513,2.090775486,4.12031538,0,2,0.033391198
E024,-0.007906546,2.16547461,3.898344112,0,2,0.033391198
E024,0.158203723,1.955012098,4.084073801,0,2,0.033391198
E024,0.109718944,2.070035526,4.043545972,0,2,0.033391198
E024,-0.07097196,1.830903702,3.987590899,0,2,0.033391198
E024,0.004936246,1.787030991,3.948744503,0,2,0.033391198
E024,-0.094287163,1.964207511,4.079937524,0,2,0.033391198
E024,-0.095317373,2.111625997,3.991921436,0,2,0.033391198
E024,-0.068832426,2.030001822,3.996684897,0,2,0.033391198
E024,-0.016763598,2.220238518,4.027849163,1,2,0.048627243
E024,-0.093567147,1.968555283,4.02098602,1,2,0.048627243
E024,0.134556056,2.133148933,3.938338799,1,2,0.048627243
E024,-0.004618013,1.893843529,3.991861465,1,2,0.048627243
E024,-0.023871516,2.05529098,4.017019699,1,2,0.048627243
E024,-0.062827552,2.148001766,4.010475356,1,2,0.048627243
E024,-0.243850959,2.011979712,3.968294189,1,2,0.048627243
E024,-0.036994211,1.797810566,3.856082623,1,2,0.048627243
E024,-0.002240295,2.046502689,3.962492009,1,2,0.048627243
E024,-0.12343313,1.861472871,4.072065851,1,2,0.048627243
E024,-0.117966839,2.006425946,3.965171265,1,2,0.048627243
E024,0.062120834,1.819525005,3.939951027,1,2,0.048627243
E024,-0.021744071,1.899867868,4.035270924,1,2,0.048627243
E024,0.059771506,1.933201237,4.121433367,1,2,0.048627243
E024,0.231703727,2.155160495,3.990098329,1,2,0.048627243
E024,-0.071771358,2.016719451,3.950761976,1,2,0.048627243
E024,-0.016839494,2.189199985,3.986191354,1,2,0.048627243
E024,-0.052511056,1.866740538,3.953615026,1,2,0.048627243
E024,0.043068966,1.909508451,3.856530795,1,2,0.048627243
E024,-0.146516001,2.045756456,3.973092573,1,2,0.048627243
E024,0.121184192,1.9943405,3.972002716,1,2,0.048627243
E024,-0.017182378,2.039758874,4.091817982,1,2,0.048627243
E024,0.016914781,1.963537209,4.180213721,1,2,0.048627243
E024,-0.041997504,2.20061867,4.024967184,1,2,0.048627243
E024,-0.111809323,1.873367789,3.958084026,1,2,0.048627243
E024,0.115071865,1.984399118,3.878629296,1,2,0.048627243
E024,-0.000701607,2.133272694,4.095811866,1,2,0.048627243
E024,-0.001334328,1.853742734,3.822962081,1,2,0.048627243
E024,0.036772465,2.017096457,3.971992692,1,2,0.048627243
E024,0.082649438,1.920677581,4.042355176,1,2,0.048627243
E024,0.124587469,1.940399452,4.005871525,1,2,0.048627243
E024,0.085325697,2.002052022,4.002078714,1,2,0.048627243
E024,-0.057229632,1.975355268,3.826645338,1,2,0.048627243
E024,-0.018555289,1.949551249,3.916384472,1,2,0.048627243
E024,0.122785891,1.979479977,4.110214916,1,2,0.048627243
E024,0.069536249,2.034672516,3.920628315,1,2,0.048627243
E024,0.137713599,1.825198635,4.165195369,1,2,0.048627243
E024,0.163484431,2.010998322,3.990558612,1,2,0.048627243
E024,-0.053824609,2.002200372,3.979327687,1,2,0.048627243
E024,0.10337533,1.769518669,4.138512842,1,2,0.048627243
E024,-0.113370658,2.007473607,3.971108395,1,2,0.048627243
E024,0.068903448,2.086617487,4.127937441,1,2,0.048627243
E024,0.036543803,2.132347589,4.115784415,1,2,0.048627243
E024,0.057808858,1.864195148,3.843157938,1,2,0.048627243
E024,-0.099195736,2.024109775,4.163035749,1,2,0.048627243
E024,0.109779762,1.990165159,4.082940479,1,2,0.048627243
E024,0.036465553,1.982836884,3.999114154,1,2,0.048627243
E024,0.011717233,1.906005265,3.974841646,1,2,0.048627243
E024,0.005818714,1.796006172,4.11347605,1,2,0.048627243
E024,-0.107311556,1.773775211,3.99150434,1,2,0.048627243
E024,0.126965006,2.029514656,4.13520743,1,2,0.048627243
E024,-0.064244418,2.014784651,3.935704207,1,2,0.048627243
E024,0.054675656,2.15618776,3.915806888,1,2,0.048627243
E024,0.014686784,2.065545259,4.04681459,1,2,0.048627243
E024,0.04573564,1.911041431,4.094315554,1,2,0.048627243
E024,0.123503012,2.056319694,3.905500808,1,2,0.048627243
E024,0.143453439,1.971175427,3.890712901,1,2,0.048627243
E024,0.092047567,2.068458264,4.056625587,1,2,0.048627243
E024,-0.056786884,1.911471421,4.057345484,1,2,0.048627243
E024,-0.013295796,2.106462772,3.911178567,1,2,0.048627243
E024,0.062531036,1.996408883,4.11387449,1,2,0.048627243
E024,-0.055109411,1.919874652,4.143506755,1,2,0.048627243
E024,0.034251295,2.041700912,3.995059017,1,2,0.048627243
E024,0.228280587,2.024593481,4.204610098,1,2,0.048627243
E024,0.088721087,2.105090793,4.060762751,1,2,0.048627243
E024,-0.165499425,1.907459755,3.969548445,1,2,0.048627243
E024,-0.138732632,1.938255876,3.96301947,1,2,0.048627243
E024,-0.101602882,2.038259846,3.962879272,1,2,0.048627243
E024,-0.057937887,2.013039755,3.997560261,1,2,0.048627243
E024,0.086974202,2.073406706,4.069303222,1,2,0.048627243
E024,0.037025806,1.984546509,3.991968792,1,2,0.048627243
E024,0.051189783,1.897754996,4.00547478,1,2,0.048627243
E024,0.131719329,1.919047122,4.09849376,1,2,0.048627243
E024,0.005016463,2.10516547,3.998720142,1,2,0.048627243
E024,0.037726243,1.894038548,4.058663447,1,2,0.048627243
E024,-0.084487255,1.983261082,3.951806277,1,2,0.048627243
E024,0.057122167,2.077534705,4.089886359,1,2,0.048627243
E024,-0.081117853,2.040514429,4.003125836,1,2,0.048627243
E024,0.035002915,1.899265503,3.9354718,1,2,0.048627243
E024,-0.017284286,1.758816648,3.881022336,1,2,0.048627243
E024,-0.062692308,2.182428445,4.066838726,1,2,0.048627243
E024,0.021220856,1.907908331,4.094304365,1,2,0.048627243
E024,-0.005522144,1.905229741,4.026939067,1,2,0.048627243
E024,-0.008885187,1.91519359,4.233098504,1,2,0.048627243
E024,0.244482733,1.936587978,3.885744819,1,2,0.048627243
E024,0.167373873,1.940758885,4.065566066,1,2,0.048627243
E024,-0.029163767,1.992069897,4.01435821,1,2,0.048627243
E024,-0.041861828,2.015439097,4.006007614,1,2,0.048627243
E024,-0.062090929,2.003339393,3.997105765,1,2,0.048627243
E024,-0.022109346,1.997128679,4.011061722,1,2,0.048627243
E024,0.018826453,2.08337883,4.269908956,1,2,0.048627243
E024,0.18043513,2.090775486,4.12031538,1,2,0.048627243
E024,-0.007906546,2.16547461,3.898344112,1,2,0.048627243
E024,0.158203723,1.955012098,4.084073801,1,2,0.048627243
E024,0.109718944,2.070035526,4.043545972,1,2,0.048627243
E024,-0.07097196,1.830903702,3.987590899,1,2,0.048627243
E024,0.004936246,1.787030991,3.948744503,1,2,0.048627243
E024,-0.094287163,1.964207511,4.079937524,1,2,0.048627243
E024,-0.095317373,2.111625997,3.991921436,1,2,0.048627243
E024,-0.068832426,2.030001822,3.996684897,1,2,0.048627243
E024,-0.016763598,2.220238518,4.027849163,0,3,0.041724077
E024,-0.093567147,1.968555283,4.02098602,0,3,0.041724077
E024,0.134556056,2.133148933,3.938338799,0,3,0.041724077
E024,-0.004618013,1.893843529,3.991861465,0,3,0.041724077
E024,-0.023871516,2.05529098,4.017019699,0,3,0.041724077
E024,-0.062827552,2.148001766,4.010475356,0,3,0.041724077
E024,-0.243850959,2.011979712,3.968294189,0,3,0.041724077
E024,-0.036994211,1.797810566,3.856082623,0,3,0.041724077
E024,-0.002240295,2.046502689,3.962492009,0,3,0.041724077
E024,-0.12343313,1.861472871,4.072065851,0,3,0.041724077
E024,-0.117966839,2.006425946,3.965171265,0,3,0.041724077
E024,0.062120834,1.819525005,3.939951027,0,3,0.041724077
E024,-0.021744071,1.899867868,4.035270924,0,3,0.041724077
E024,0.059771506,1.933201237,4.121433367,0,3,0.041724077
E024,0.231703727,2.155160495,3.990098329,0,3,0.041724077
E024,-0.071771358,2.016719451,3.950761976,0,3,0.041724077
E024,-0.016839494,2.189199985,3.986191354,0,3,0.041724077
E024,-0.052511056,1.866740538,3.953615026,0,3,0.041724077
E024,0.043068966,1.909508451,3.856530795,0,3,0.041724077
E024,-0.146516001,2.045756456,3.973092573,0,3,0.041724077
E024,0.121184192,1.9943405,3.972002716,0,3,0.041724077
E024,-0.017182378,2.039758874,4.091817982,0,3,0.041724077
E024,0.016914781,1.963537209,4.180213721,0,3,0.041724077
E024,-0.041997504,2.20061867,4.024967184,0,3,0.041724077
E024,-0.111809323,1.873367789,3.958084026,0,3,0.041724077
E024,0.115071865,1.984399118,3.878629296,0,3,0.041724077
E024,-0.000701607,2.133272694,4.095811866,0,3,0.041724077
E024,-0.001334328,1.853742734,3.822962081,0,3,0.041724077
E024,0.036772465,2.017096457,3.971992692,0,3,0.041724077
E024,0.082649438,1.920677581,4.042355176,0,3,0.041724077
E024,0.124587469,1.940399452,4.005871525,0,3,0.041724077
E024,0.085325697,2.002052022,4.002078714,0,3,0.041724077
E024,-0.057229632,1.975355268,3.826645338,0,3,0.041724077
E024,-0.018555289,1.949551249,3.916384472,0,3,0.041724077
E024,0.122785891,1.979479977,4.110214916,0,3,0.041724077
E024,0.069536249,2.034672516,3.920628315,0,3,0.041724077
E024,0.137713599,1.825198635,4.165195369,0,3,0.041724077
E024,0.163484431,2.010998322,3.990558612,0,3,0.041724077
E024,-0.053824609,2.002200372,3.979327687,0,3,0.041724077
E024,0.10337533,1.769518669,4.138512842,0,3,0.041724077
E024,-0.113370658,2.007473607,3.971108395,0,3,0.041724077
E024,0.068903448,2.086617487,4.127937441,0,3,0.041724077
E024,0.036543803,2.132347589,4.115784415,0,3,0.041724077
E024,0.057808858,1.864195148,3.843157938,0,3,0.041724077
E024,-0.099195736,2.024109775,4.163035749,0,3,0.041724077
E024,0.109779762,1.990165159,4.082940479,0,3,0.041724077
E024,0.036465553,1.982836884,3.999114154,0,3,0.041724077
E024,0.011717233,1.906005265,3.974841646,0,3,0.041724077
E024,0.005818714,1.796006172,4.11347605,0,3,0.041724077
E024,-0.107311556,1.773775211,3.99150434,0,3,0.041724077
E024,0.126965006,2.029514656,4.13520743,0,3,0.041724077
E024,-0.064244418,2.014784651,3.935704207,0,3,0.041724077
E024,0.054675656,2.15618776,3.915806888,0,3,0.041724077
E024,0.014686784,2.065545259,4.04681459,0,3,0.041724077
E024,0.04573564,1.911041431,4.094315554,0,3,0.041724077
E024,0.123503012,2.056319694,3.905500808,0,3,0.041724077
E024,0.143453439,1.971175427,3.890712901,0,3,0.041724077
E024,0.092047567,2.068458264,4.056625587,0,3,0.041724077
E024,-0.056786884,1.911471421,4.057345484,0,3,0.041724077
E024,-0.013295796,2.106462772,3.911178567,0,3,0.041724077
E024,0.062531036,1.996408883,4.11387449,0,3,0.041724077
E024,-0.055109411,1.919874652,4.143506755,0,3,0.041724077
E024,0.034251295,2.041700912,3.995059017,0,3,0.041724077
E024,0.228280587,2.024593481,4.204610098,0,3,0.041724077
E024,0.088721087,2.105090793,4.060762751,0,3,0.041724077
E024,-0.165499425,1.907459755,3.969548445,0,3,0.041724077
E024,-0.138732632,1.938255876,3.96301947,0,3,0.041724077
E024,-0.101602882,2.038259846,3.962879272,0,3,0.041724077
E024,-0.057937887,2.013039755,3.997560261,0,3,0.041724077
E024,0.086974202,2.073406706,4.069303222,0,3,0.041724077
E024,0.037025806,1.984546509,3.991968792,0,3,0.041724077
E024,0.051189783,1.897754996,4.00547478,0,3,0.041724077
E024,0.131719329,1.919047122,4.09849376,0,3,0.041724077
E024,0.005016463,2.10516547,3.998720142,0,3,0.041724077
E024,0.037726243,1.894038548,4.058663447,0,3,0.041724077
E024,-0.084487255,1.983261082,3.951806277,0,3,0.041724077
E024,0.057122167,2.077534705,4.089886359,0,3,0.041724077
E024,-0.081117853,2.040514429,4.003125836,0,3,0.041724077
E024,0.035002915,1.899265503,3.9354718,0,3,0.041724077
E024,-0.017284286,1.758816648,3.881022336,0,3,0.041724077
E024,-0.062692308,2.182428445,4.066838726,0,3,0.041724077
E024,0.021220856,1.907908331,4.094304365,0,3,0.041724077
E024,-0.005522144,1.905229741,4.026939067,0,3,0.041724077
E024,-0.008885187,1.91519359,4.233098504,0,3,0.041724077
E024,0.244482733,1.936587978,3.885744819,0,3,0.041724077
E024,0.167373873,1.940758885,4.065566066,0,3,0.041724077
E024,-0.029163767,1.992069897,4.01435821,0,3,0.041724077
E024,-0.041861828,2.015439097,4.006007614,0,3,0.041724077
E024,-0.062090929,2.003339393,3.997105765,0,3,0.041724077
E024,-0.022109346,1.997128679,4.011061722,0,3,0.041724077
E024,0.018826453,2.08337883,4.269908956,0,3,0.041724077
E024,0.18043513,2.090775486,4.12031538,0,3,0.041724077
E024,-0.007906546,2.16547461,3.898344112,0,3,0.041724077
E024,0.158203723,1.955012098,4.084073801,0,3,0.041724077
E024,0.109718944,2.070035526,4.043545972,0,3,0.041724077
E024,-0.07097196,1.830903702,3.987590899,0,3,0.041724077
E024,0.004936246,1.787030991,3.948744503,0,3,0.041724077
E024,-0.094287163,1.964207511,4.079937524,0,3,0.041724077
E024,-0.095317373,2.111625997,3.991921436,0,3,0.041724077
E024,-0.068832426,2.030001822,3.996684897,0,3,0.041724077
E024,-0.016763598,2.220238518,4.027849163,1,3,0.358789059
E024,-0.093567147,1.968555283,4.02098602,1,3,0.358789059
E024,0.134556056,2.133148933,3.938338799,1,3,0.358789059
E024,-0.004618013,1.893843529,3.991861465,1,3,0.358789059
E024,-0.023871516,2.05529098,4.017019699,1,3,0.358789059
E024,-0.062827552,2.148001766,4.010475356,1,3,0.358789059
E024,-0.243850959,2.011979712,3.968294189,1,3,0.358789059
E024,-0.036994211,1.797810566,3.856082623,1,3,0.358789059
E024,-0.002240295,2.046502689,3.962492009,1,3,0.358789059
E024,-0.12343313,1.861472871,4.072065851,1,3,0.358789059
E024,-0.117966839,2.006425946,3.965171265,1,3,0.358789059
E024,0.062120834,1.819525005,3.939951027,1,3,0.358789059
E024,-0.021744071,1.899867868,4.035270924,1,3,0.358789059
E024,0.059771506,1.933201237,4.121433367,1,3,0.358789059
E024,0.231703727,2.155160495,3.990098329,1,3,0.358789059
E024,-0.071771358,2.016719451,3.950761976,1,3,0.358789059
E024,-0.016839494,2.189199985,3.986191354,1,3,0.358789059
E024,-0.052511056,1.866740538,3.953615026,1,3,0.358789059
E024,0.043068966,1.909508451,3.856530795,1,3,0.358789059
E024,-0.146516001,2.045756456,3.973092573,1,3,0.358789059
E024,0.121184192,1.9943405,3.972002716,1,3,0.358789059
E024,-0.017182378,2.039758874,4.091817982,1,3,0.358789059
E024,0.016914781,1.963537209,4.180213721,1,3,0.358789059
E024,-0.041997504,2.20061867,4.024967184,1,3,0.358789059
E024,-0.111809323,1.873367789,3.958084026,1,3,0.358789059
E024,0.115071865,1.984399118,3.878629296,1,3,0.358789059
E024,-0.000701607,2.133272694,4.095811866,1,3,0.358789059
E024,-0.001334328,1.853742734,3.822962081,1,3,0.358789059
E024,0.036772465,2.017096457,3.971992692,1,3,0.358789059
E024,0.082649438,1.920677581,4.042355176,1,3,0.358789059
E024,0.124587469,1.940399452,4.005871525,1,3,0.358789059
E024,0.085325697,2.002052022,4.002078714,1,3,0.358789059
E024,-0.057229632,1.975355268,3.826645338,1,3,0.358789059
E024,-0.018555289,1.949551249,3.916384472,1,3,0.358789059
E024,0.122785891,1.979479977,4.110214916,1,3,0.358789059
E024,0.069536249,2.034672516,3.920628315,1,3,0.358789059
E024,0.137713599,1.825198635,4.165195369,1,3,0.358789059
E024,0.163484431,2.010998322,3.990558612,1,3,0.358789059
E024,-0.053824609,2.002200372,3.979327687,1,3,0.358789059
E024,0.10337533,1.769518669,4.138512842,1,3,0.358789059
E024,-0.113370658,2.007473607,3.971108395,1,3,0.358789059
E024,0.068903448,2.086617487,4.127937441,1,3,0.358789059
E024,0.036543803,2.132347589,4.115784415,1,3,0.358789059
E024,0.057808858,1.864195148,3.843157938,1,3,0.358789059
E024,-0.099195736,2.024109775,4.163035749,1,3,0.358789059
E024,0.109779762,1.990165159,4.082940479,1,3,0.358789059
E024,0.036465553,1.982836884,3.999114154,1,3,0.358789059
E024,0.011717233,1.906005265,3.974841646,1,3,0.358789059
E024,0.005818714,1.796006172,4.11347605,1,3,0.358789059
E024,-0.107311556,1.773775211,3.99150434,1,3,0.358789059
E024,0.126965006,2.029514656,4.13520743,1,3,0.358789059
E024,-0.064244418,2.014784651,3.935704207,1,3,0.358789059
E024,0.054675656,2.15618776,3.915806888,1,3,0.358789059
E024,0.014686784,2.065545259,4.04681459,1,3,0.358789059
E024,0.04573564,1.911041431,4.094315554,1,3,0.358789059
E024,0.123503012,2.056319694,3.905500808,1,3,0.358789059
E024,0.143453439,1.971175427,3.890712901,1,3,0.358789059
E024,0.092047567,2.068458264,4.056625587,1,3,0.358789059
E024,-0.056786884,1.911471421,4.057345484,1,3,0.358789059
E024,-0.013295796,2.106462772,3.911178567,1,3,0.358789059
E024,0.062531036,1.996408883,4.11387449,1,3,0.358789059
E024,-0.055109411,1.919874652,4.143506755,1,3,0.358789059
E024,0.034251295,2.041700912,3.995059017,1,3,0.358789059
E024,0.228280587,2.024593481,4.204610098,1,3,0.358789059
E024,0.088721087,2.105090793,4.060762751,1,3,0.358789059
E024,-0.165499425,1.907459755,3.969548445,1,3,0.358789059
E024,-0.138732632,1.938255876,3.96301947,1,3,0.358789059
E024,-0.101602882,2.038259846,3.962879272,1,3,0.358789059
E024,-0.057937887,2.013039755,3.997560261,1,3,0.358789059
E024,0.086974202,2.073406706,4.069303222,1,3,0.358789059
E024,0.037025806,1.984546509,3.991968792,1,3,0.358789059
E024,0.051189783,1.897754996,4.00547478,1,3,0.358789059
E024,0.131719329,1.919047122,4.09849376,1,3,0.358789059
E024,0.005016463,2.10516547,3.998720142,1,3,0.358789059
E024,0.037726243,1.894038548,4.058663447,1,3,0.358789059
E024,-0.084487255,1.983261082,3.951806277,1,3,0.358789059
E024,0.057122167,2.077534705,4.089886359,1,3,0.358789059
E024,-0.081117853,2.040514429,4.003125836,1,3,0.358789059
E024,0.035002915,1.899265503,3.9354718,1,3,0.358789059
E024,-0.017284286,1.758816648,3.881022336,1,3,0.358789059
E024,-0.062692308,2.182428445,4.066838726,1,3,0.358789059
E024,0.021220856,1.907908331,4.094304365,1,3,0.358789059
E024,-0.005522144,1.905229741,4.026939067,1,3,0.358789059
E024,-0.008885187,1.91519359,4.233098504,1,3,0.358789059
E024,0.244482733,1.936587978,3.885744819,1,3,0.358789059
E024,0.167373873,1.940758885,4.065566066,1,3,0.358789059
E024,-0.029163767,1.992069897,4.01435821,1,3,0.358789059
E024,-0.041861828,2.015439097,4.006007614,1,3,0.358789059
E024,-0.062090929,2.003339393,3.997105765,1,3,0.358789059
E024,-0.022109346,1.997128679,4.011061722,1,3,0.358789059
E024,0.018826453,2.08337883,4.269908956,1,3,0.358789059
E024,0.18043513,2.090775486,4.12031538,1,3,0.358789059
E024,-0.007906546,2.16547461,3.898344112,1,3,0.358789059
E024,0.158203723,1.955012098,4.084073801,1,3,0.358789059
E024,0.109718944,2.070035526,4.043545972,1,3,0.358789059
E024,-0.07097196,1.830903702,3.987590899,1,3,0.358789059
E024,0.004936246,1.787030991,3.948744503,1,3,0.358789059
E024,-0.094287163,1.964207511,4.079937524,1,3,0.358789059
E024,-0.095317373,2.111625997,3.991921436,1,3,0.358789059
E024,-0.068832426,2.030001822,3.996684897,1,3,0.358789059
E124,0.96347553,1.961208626,3.847476144,0,2,0.518675
E124,1.073896438,2.19430302,4.066973607,0,2,0.518675
E124,1.051273492,1.99336137,4.110359939,0,2,0.518675
E124,1.022544621,2.137279008,4.0666637,0,2,0.518675
E124,1.020519033,1.742339854,3.901473912,0,2,0.518675
E124,1.089351177,1.892688689,3.967882509,0,2,0.518675
E124,1.112652277,2.012265397,4.056420758,0,2,0.518675
E124,0.881875135,2.057442675,4.051861364,0,2,0.518675
E124,0.946497469,2.030558227,4.19157153,0,2,0.518675
E124,0.928076594,1.99504502,4.07388821,0,2,0.518675
E124,1.119975311,1.950892028,4.111691122,0,2,0.518675
E124,0.963487823,1.999414613,3.914314673,0,2,0.518675
E124,0.912427195,1.678940559,3.962873145,0,2,0.518675
E124,1.051203854,2.146659492,4.096019784,0,2,0.518675
E124,0.944089625,1.970956747,3.929054685,0,2,0.518675
E124,0.920982381,1.943222646,4.069052204,0,2,0.518675
E124,0.885727829,2.316118655,4.064171537,0,2,0.518675
E124,0.988059232,1.871094539,4.04355771,0,2,0.518675
E124,1.027641696,2.038131231,3.998745537,0,2,0.518675
E124,0.932212362,1.971981677,4.026816329,0,2,0.518675
E124,1.005565625,2.074710942,4.129896928,0,2,0.518675
E124,1.008272785,1.901517656,4.075850924,0,2,0.518675
E124,1.037913834,2.076590165,3.978795833,0,2,0.518675
E124,1.011179207,2.148633604,4.001734095,0,2,0.518675
E124,1.058370572,2.100308575,4.181357205,0,2,0.518675
E124,1.046778259,1.814843437,3.960439726,0,2,0.518675
E124,1.050295084,1.864601235,3.935681625,0,2,0.518675
E124,1.068816954,1.959318988,4.189019966,0,2,0.518675
E124,1.039599054,2.026587561,3.929609649,0,2,0.518675
E124,1.056851387,2.036437508,4.137082958,0,2,0.518675
E124,1.075755517,1.893615813,4.012313253,0,2,0.518675
E124,0.954197414,1.962355651,4.058482752,0,2,0.518675
E124,1.027431824,1.794710672,4.010731109,0,2,0.518675
E124,1.101248207,2.025483672,3.988107882,0,2,0.518675
E124,1.069743846,2.082404354,4.041047748,0,2,0.518675
E124,0.925940286,1.962335207,3.944583714,0,2,0.518675
E124,0.988849991,1.891800982,4.027242231,0,2,0.518675
E124,1.01256425,2.192582021,4.008721085,0,2,0.518675
E124,1.063365088,1.897248788,4.048314891,0,2,0.518675
E124,0.908673871,1.924246975,3.892290015,0,2,0.518675
E124,0.876789812,1.925677835,4.001914936,0,2,0.518675
E124,1.258436157,2.001522663,3.99438036,0,2,0.518675
E124,0.82726929,2.060611773,3.908959935,0,2,0.518675
E124,0.887212329,2.031682854,4.003786957,0,2,0.518675
